id,count
1116,235.93129
1117,179.00473
1118,89.93471
1122,
1124,222.8152
1127,119.32975
1133,207.99202
1134,108.182785
1135,194.948
1139,221.2147
1143,
1150,117.66183
1151,179.8712
1153,245.3752
1155,119.968155
1162,115.50233
1163,214.82552
1166,31.953028
1171,126.70234
1172,76.29864
1173,246.9389
1174,118.16435
1177,162.61139
1178,159.06412
1184,104.291534
1185,187.65164
1186,126.11757
1187,235.28569
1188,255.09407
1191,216.89096
1207,164.61674
1213,132.49136
1215,198.38147
1223,226.94835
1227,188.07047
1236,
1237,
1238,145.63327
1241,69.30825
1248,125.95757
1250,75.901
1251,222.66112
1253,122.59383
1255,149.90077
1257,209.53374
1261,130.75146
1262,226.68735
1265,176.91823
1273,248.5617
1277,198.2904
1278,163.98372
1280,105.24758
1284,183.20953
1285,254.9276
1288,121.415924
1295,181.02156
1297,242.19252
1299,246.89195
1304,197.06041
1308,116.84769
1310,141.8044
1311,176.73381
1314,138.74998
1315,165.11003
1318,53.162838
1320,261.99326
1321,237.70851
1322,185.42346
1330,189.44896
1333,233.73459
1334,200.00919
1341,186.64667
1344,195.12816
1351,224.91418
1354,105.81917
1356,
1363,194.60889
1365,200.08508
1369,194.27179
1373,120.72415
1375,194.3234
1377,77.2182
1379,217.12273
1380,213.59732
1381,120.45171
1384,212.33417
1390,221.59837
1393,238.92159
1395,
1399,236.58224
1400,100.69716
1401,152.50807
1404,228.26863
1408,109.79125
1409,48.733784
1413,206.3945
1416,231.2048
1418,139.26053
1423,117.61431
1424,79.88255
1425,73.62404
1433,253.47144
1434,209.58362
1436,242.55971
1442,216.84335
1444,106.49597
1445,192.77678
1452,206.21866
1455,235.94849
1462,
1467,49.955437
1472,133.2391
1475,155.6547
1493,160.69905
1501,225.11862
1503,235.53333
1504,247.42314
1505,76.57897
1511,246.30923
1512,
1513,160.83656
1514,146.32138
1528,224.54999
1533,255.46178
1534,110.1501
1536,207.05788
1537,119.16669
1539,159.98389
1550,189.33311
1552,220.08954
1554,237.44804
1555,242.33968
1556,82.5957
1559,74.339935
1563,235.97682
1566,201.04784
1567,169.08975
1568,113.04833
1571,229.05817
1572,113.10492
1574,
1577,114.267876
1583,96.6972
1585,131.4452
1586,209.73912
1587,234.46356
1596,204.2469
1602,78.43576
1604,96.428635
1605,60.36064
1610,250.47395
1611,133.21101
1616,94.27756
1617,154.6219
1618,78.53234
1622,108.2659
1623,68.292244
1628,248.45288
1631,57.600746
1632,235.94028
1633,228.94882
1634,216.38776
1636,229.22333
1637,197.10652
1643,139.48344
1644,165.03131
1646,153.67068
1648,231.11252
1651,106.345795
1656,115.46523
1658,194.447
1659,115.00799
1665,102.669136
1666,190.6394
1670,150.38123
1674,171.27014
1679,229.67653
1680,220.35062
1683,254.43132
1686,70.5564
1691,147.24162
1693,103.44187
1696,100.60173
1697,135.53848
1703,112.14174
1706,74.72466
1709,208.15866
1710,125.6861
1712,
1713,178.90814
1718,220.03577
1719,230.0159
1722,248.6866
1723,172.90434
1724,253.65263
1728,63.063736
1730,134.23334
1732,112.78633
1737,70.86907
1745,79.14624
1747,98.672646
1748,116.789474
1755,131.53732
1759,108.531265
1761,223.40079
1764,215.87498
1765,205.12012
1766,85.81126
1768,115.70462
1770,126.43708
1771,183.0494
1774,134.02357
1785,212.79727
1788,241.14359
1792,91.284515
1794,224.43283
1797,164.25172
1798,59.078358
1799,256.76038
1802,152.38329
1806,82.28911
1808,130.50397
1810,238.64017
1818,61.613983
1819,256.49387
1820,256.18488
1822,210.39505
1826,214.02792
1827,205.25099
1835,130.49493
1841,173.7672
1842,169.74979
1843,145.40414
1846,106.235054
1849,70.195496
1850,246.78978
1851,165.38306
1857,
1858,178.81406
1860,134.15472
1861,235.3183
1864,102.29325
1869,231.6919
1871,
1872,45.21217
1875,104.607956
1878,256.43793
1879,239.77676
1885,96.96227
1888,151.9351
1889,56.312477
1890,153.45888
1896,190.3712
1897,245.96902
1898,
1900,133.73045
1905,101.49441
1908,114.356285
1909,168.21043
1913,
1918,152.26988
1922,265.7317
1923,188.79639
1925,227.51012
1926,189.8917
1927,221.31342
1930,218.10951
1935,89.44589
1939,158.43011
1942,147.78363
1943,
1948,234.78024
1949,208.30449
1951,166.57742
1953,181.43896
1959,
1963,118.92334
1967,170.33289
1973,203.87396
1975,100.11797
1976,52.343273
1990,178.52252
1993,176.08005
1997,100.48177
1999,187.7453
2001,223.27347
2004,92.823784
2010,146.48878
2013,197.81865
2017,250.8421
2021,119.91514
2023,84.68745
2026,226.68376
2037,76.70751
2039,137.13698
2041,80.81269
2046,116.00092
2050,100.12652
2060,205.00946
2067,163.95158
2069,185.95883
2072,241.1521
2074,196.48424
2079,151.8364
2083,80.300285
2085,109.47321
2087,64.4249
2093,208.38841
2094,121.63323
2097,94.521576
2103,115.277565
2104,
2107,230.19687
2108,56.72742
2110,61.453438
2115,206.63072
2117,118.788445
2125,220.20421
2127,259.33627
2133,77.793526
2134,260.2807
2135,164.93933
2141,242.56522
2143,84.35513
2145,91.246925
2146,142.7771
2147,209.29958
2148,
2149,
2165,161.62325
2166,220.0581
2177,135.16779
